league,viz_week_index,week_start_date_utc,week_end_date_utc,game,network,avg_viewers_millions,source_url
PLL,23,6/9/2025,6/15/2025,,,0,
PLL,24,6/16/2025,6/22/2025,,,0,
PLL,25,6/23/2025,6/29/2025,,,0,
PLL,26,6/30/2025,7/6/2025,,,0,
PLL,27,7/7/2025,7/13/2025,,,0,
PLL,28,7/14/2025,7/20/2025,,,0,
PLL,29,7/21/2025,7/27/2025,,,0,
PLL,30,7/28/2025,8/3/2025,,,0,
PLL,31,8/4/2025,8/10/2025,,,0,
PLL,32,8/11/2025,8/17/2025,,,0,
PLL,33,8/18/2025,8/24/2025,,,0,
PLL,34,8/25/2025,8/31/2025,,,0,
PLL,35,9/1/2025,9/7/2025,,,0,
PLL,36,9/8/2025,9/14/2025,"Atlas vs. Outlaws (Championship, ESTIMATE)",ESPN,0.282,https://www.sportsbusinessjournal.com/Articles/2024/09/18/audience-analysis/
PLL,37,9/15/2025,9/21/2025,,,0,
PLL,38,9/22/2025,9/28/2025,,,0,
PLL,39,9/30/2024,10/6/2024,,,0,
PLL,40,10/7/2024,10/13/2024,,,0,
PLL,41,10/14/2024,10/20/2024,,,0,
PLL,42,10/21/2024,10/27/2024,,,0,
PLL,43,10/28/2024,11/3/2024,,,0,
PLL,44,11/4/2024,11/10/2024,,,0,
PLL,45,11/11/2024,11/17/2024,,,0,
PLL,46,11/18/2024,11/24/2024,,,0,
PLL,47,11/25/2024,12/1/2024,,,0,
PLL,49,12/2/2024,12/8/2024,,,0,
PLL,49,12/9/2024,12/15/2024,,,0,
PLL,50,12/16/2024,12/22/2024,,,0,
PLL,51,12/23/2024,12/29/2024,,,0,
PLL,52,12/30/2024,1/5/2025,,,0,
TGL,1,1/6/2025,1/12/2025,,,0,
WSOP,2,1/13/2025,1/19/2025,,,0,
WSOP,3,1/20/2025,1/26/2025,,,0,
WSOP,4,1/27/2025,2/2/2025,,,0,
WSOP,5,2/3/2025,2/9/2025,,,0,
WSOP,6,2/10/2025,2/16/2025,,,0,
WSOP,7,2/17/2025,2/23/2025,,,0,
WSOP,8,2/24/2025,3/2/2025,,,0,
WSOP,9,3/3/2025,3/9/2025,,,0,
WSOP,10,3/10/2025,3/16/2025,,,0,
WSOP,11,3/17/2025,3/23/2025,,,0,
WSOP,12,3/24/2025,3/30/2025,,,0,
WSOP,13,3/31/2025,4/6/2025,,,0,
WSOP,14,4/7/2025,4/13/2025,,,0,
WSOP,15,4/14/2025,4/20/2025,,,0,
WSOP,16,4/21/2025,4/27/2025,,,0,
WSOP,17,4/28/2025,5/4/2025,,,0,
WSOP,18,5/5/2025,5/11/2025,,,0,
WSOP,19,5/12/2025,5/18/2025,,,0,
WSOP,20,5/19/2025,5/25/2025,,,0,
WSOP,21,5/26/2025,6/1/2025,,,0,
WSOP,22,6/2/2025,6/8/2025,,,0,
WSOP,23,6/9/2025,6/15/2025,,,0,
WSOP,24,6/16/2025,6/22/2025,,,0,
WSOP,25,6/23/2025,6/29/2025,,,0,
WSOP,26,6/30/2025,7/6/2025,,,0,
WSOP,27,7/7/2025,7/13/2025,,,0,
WSOP,28,7/14/2025,7/20/2025,"World Series of Poker Main Event (Final Table Day 1, ESTIMATE)",YouTube,1,https://www.youtube.com/PokerGO/streams?utm
WSOP,29,7/21/2025,7/27/2025,,,0,
WSOP,30,7/28/2025,8/3/2025,,,0,
WSOP,31,8/4/2025,8/10/2025,,,0,
WSOP,32,8/11/2025,8/17/2025,,,0,
WSOP,33,8/18/2025,8/24/2025,,,0,
WSOP,34,8/25/2025,8/31/2025,,,0,
WSOP,35,9/1/2025,9/7/2025,,,0,
WSOP,36,9/8/2025,9/14/2025,,,0,
WSOP,37,9/15/2025,9/21/2025,,,0,
WSOP,38,9/22/2025,9/28/2025,,,0,
WSOP,39,9/30/2024,10/6/2024,,,0,
WSOP,40,10/7/2024,10/13/2024,,,0,
WSOP,41,10/14/2024,10/20/2024,,,0,
WSOP,42,10/21/2024,10/27/2024,,,0,
WSOP,43,10/28/2024,11/3/2024,,,0,
WSOP,44,11/4/2024,11/10/2024,,,0,
WSOP,45,11/11/2024,11/17/2024,,,0,
WSOP,46,11/18/2024,11/24/2024,,,0,
WSOP,47,11/25/2024,12/1/2024,,,0,
WSOP,49,12/2/2024,12/8/2024,,,0,
WSOP,49,12/9/2024,12/15/2024,,,0,
WSOP,50,12/16/2024,12/22/2024,,,0,
WSOP,51,12/23/2024,12/29/2024,,,0,
WSOP,52,12/30/2024,1/5/2025,,,0,
MLE,1,1/6/2025,1/12/2025,,,0,
MLE,2,1/13/2025,1/19/2025,,,0,
MLE,3,1/20/2025,1/26/2025,,,0,
MLE,4,1/27/2025,2/2/2025,,,0,
MLE,5,2/3/2025,2/9/2025,,,0,
MLE,6,2/10/2025,2/16/2025,,,0,
MLE,7,2/17/2025,2/23/2025,,,0,
MLE,8,2/24/2025,3/2/2025,,,0,
MLE,9,3/3/2025,3/9/2025,,,0,
MLE,10,3/10/2025,3/16/2025,,,0,
MLE,11,3/17/2025,3/23/2025,,,0,
MLE,12,3/24/2025,3/30/2025,,,0,
MLE,13,3/31/2025,4/6/2025,,,0,
MLE,14,4/7/2025,4/13/2025,,,0,
MLE,15,4/14/2025,4/20/2025,,,0,
MLE,16,4/21/2025,4/27/2025,,,0,
MLE,17,4/28/2025,5/4/2025,,,0,
MLE,18,5/5/2025,5/11/2025,,,0,
MLE,19,5/12/2025,5/18/2025,,,0,
MLE,20,5/19/2025,5/25/2025,,,0,
MLE,21,5/26/2025,6/1/2025,,,0,
MLE,22,6/2/2025,6/8/2025,,,0,
MLE,23,6/9/2025,6/15/2025,,,0,
MLE,24,6/16/2025,6/22/2025,,,0,
MLE,25,6/23/2025,6/29/2025,,,0,
MLE,26,6/30/2025,7/6/2025,Nathan’s Hot Dog Eating Contest,ESPN,1.6,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=Special&smwnf_date=&smwnf_search=
MLE,27,7/7/2025,7/13/2025,,,0,
MLE,28,7/14/2025,7/20/2025,,,0,
MLE,29,7/21/2025,7/27/2025,,,0,
MLE,30,7/28/2025,8/3/2025,,,0,
MLE,31,8/4/2025,8/10/2025,,,0,
MLE,32,8/11/2025,8/17/2025,,,0,
MLE,33,8/18/2025,8/24/2025,,,0,
MLE,34,8/25/2025,8/31/2025,,,0,
MLE,35,9/1/2025,9/7/2025,,,0,
MLE,36,9/8/2025,9/14/2025,,,0,
MLE,37,9/15/2025,9/21/2025,,,0,
MLE,38,9/22/2025,9/28/2025,,,0,
MLE,39,9/30/2024,10/6/2024,,,0,
MLE,40,10/7/2024,10/13/2024,,,0,
MLE,41,10/14/2024,10/20/2024,,,0,
MLE,42,10/21/2024,10/27/2024,,,0,
MLE,43,10/28/2024,11/3/2024,,,0,
MLE,44,11/4/2024,11/10/2024,,,0,
MLE,45,11/11/2024,11/17/2024,,,0,
MLE,46,11/18/2024,11/24/2024,,,0,
MLE,47,11/25/2024,12/1/2024,,,0,
MLE,49,12/2/2024,12/8/2024,,,0,
MLE,49,12/9/2024,12/15/2024,,,0,
MLE,50,12/16/2024,12/22/2024,,,0,
MLE,51,12/23/2024,12/29/2024,,,0,
MLE,52,12/30/2024,1/5/2025,,,0,
TGL,1,1/6/2025,1/12/2025,New York vs. The Bay (M),ESPN,0.919,https://www.reuters.com/sports/golf/tgl-debut-draws-nearly-1m-viewers-tops-liv-ratings-2025-01-09/
TGL,2,1/13/2025,1/19/2025,Jupiter Links vs. Los Angeles (M),ESPN,1.005,https://espnpressroom.com/us/press-releases/2025/01/tgl-presented-by-sofi-match-2-on-espn-draws-average-of-1-million-viewers-up-9-percent-over-match-1/?utm
TGL,3,1/20/2025,1/26/2025,Atlanta Drive vs. New York (M),ESPN,0.682,https://www.si.com/golf/tgl-tv-ratings-significant-fall-week-after-tiger-woods-debut?utm
TGL,4,1/27/2025,2/2/2025,Boston Common vs. Jupiter Links (M),ESPN,0.864,https://frontofficesports.com/tgls-season-1-ratings-average-513k-outpace-previous-espn-lineup/?utm
TGL,5,2/3/2025,2/9/2025,Los Angeles vs. Boston Common (M),ESPN,0.544,https://awfulannouncing.com/golf/tgl-season-low-week-5-still-attracts-young-audience.html?utm
TGL,6,2/10/2025,2/16/2025,,,0,
TGL,7,2/17/2025,2/23/2025,New York vs. Jupiter Links (M),ESPN,0.546,https://ustvdb.com/networks/espn/shows/tgl-golf/?utm
TGL,8,2/24/2025,3/2/2025,Atlanta Drive vs. Boston Common (M),ESPN,0.297,https://ustvdb.com/networks/espn/shows/tgl-golf/?utm
TGL,9,3/3/2025,3/9/2025,Atlanta Drive vs. Jupiter Links (M),ESPN,0.5,https://ustvdb.com/networks/espn/shows/tgl-golf/?utm
TGL,10,3/10/2025,3/16/2025,,,0,
TGL,11,3/17/2025,3/23/2025,The Bay vs. Atlanta Drive (Semifinal),ESPN,0.276,https://ustvdb.com/networks/espn/shows/tgl-golf/?utm
TGL,12,3/24/2025,3/30/2025,New York vs. Atlanta Drive (Finals M2),ESPN,0.365,https://ustvdb.com/networks/espn/shows/tgl-golf/?utm
TGL,13,3/31/2025,4/6/2025,,,0,
TGL,14,4/7/2025,4/13/2025,,,0,
TGL,15,4/14/2025,4/20/2025,,,0,
TGL,16,4/21/2025,4/27/2025,,,0,
TGL,17,4/28/2025,5/4/2025,,,0,
TGL,18,5/5/2025,5/11/2025,,,0,
TGL,19,5/12/2025,5/18/2025,,,0,
TGL,20,5/19/2025,5/25/2025,,,0,
TGL,21,5/26/2025,6/1/2025,,,0,
TGL,22,6/2/2025,6/8/2025,,,0,
TGL,23,6/9/2025,6/15/2025,,,0,
TGL,24,6/16/2025,6/22/2025,,,0,
TGL,25,6/23/2025,6/29/2025,,,0,
TGL,26,6/30/2025,7/6/2025,,,0,
TGL,27,7/7/2025,7/13/2025,,,0,
TGL,28,7/14/2025,7/20/2025,,,0,
TGL,29,7/21/2025,7/27/2025,,,0,
TGL,30,7/28/2025,8/3/2025,,,0,
TGL,31,8/4/2025,8/10/2025,,,0,
TGL,32,8/11/2025,8/17/2025,,,0,
TGL,33,8/18/2025,8/24/2025,,,0,
TGL,34,8/25/2025,8/31/2025,,,0,
TGL,35,9/1/2025,9/7/2025,,,0,
TGL,36,9/8/2025,9/14/2025,,,0,
TGL,37,9/15/2025,9/21/2025,,,0,
TGL,38,9/22/2025,9/28/2025,,,0,
TGL,39,9/30/2024,10/6/2024,,,0,
TGL,40,10/7/2024,10/13/2024,,,0,
TGL,41,10/14/2024,10/20/2024,,,0,
TGL,42,10/21/2024,10/27/2024,,,0,
TGL,43,10/28/2024,11/3/2024,,,0,
TGL,44,11/4/2024,11/10/2024,,,0,
TGL,45,11/11/2024,11/17/2024,,,0,
TGL,46,11/18/2024,11/24/2024,,,0,
TGL,47,11/25/2024,12/1/2024,,,0,
TGL,49,12/2/2024,12/8/2024,,,0,
TGL,49,12/9/2024,12/15/2024,,,0,
TGL,50,12/16/2024,12/22/2024,,,0,
TGL,51,12/23/2024,12/29/2024,,,0,
TGL,52,12/30/2024,1/5/2025,,,0,
HR,1,1/6/2025,1/12/2025,,,0,
HR,2,1/13/2025,1/19/2025,,,0,
HR,3,1/20/2025,1/26/2025,,,0,
HR,4,1/27/2025,2/2/2025,,,0,
HR,5,2/3/2025,2/9/2025,,,0,
HR,6,2/10/2025,2/16/2025,,,0,
HR,7,2/17/2025,2/23/2025,,,0,
HR,8,2/24/2025,3/2/2025,,,0,
HR,9,3/3/2025,3/9/2025,,,0,
HR,10,3/10/2025,3/16/2025,,,0,
HR,11,3/17/2025,3/23/2025,,,0,
HR,12,3/24/2025,3/30/2025,,,0,
HR,13,3/31/2025,4/6/2025,,,0,
HR,14,4/7/2025,4/13/2025,,,0,
HR,15,4/14/2025,4/20/2025,,,0,
HR,16,4/21/2025,4/27/2025,,,0,
HR,17,4/28/2025,5/4/2025,Kentucky Derby,NBC,17.7,https://www.reuters.com/sports/kentucky-derby-viewership-climbs-despite-attendance-dip-2025-05-05/
HR,18,5/5/2025,5/11/2025,,,0,
HR,19,5/12/2025,5/18/2025,Preakness Stakes,NBC,4.56,https://www.sportsbusinessjournal.com/Articles/2025/05/20/preakness-audience-among-lowest-ever-without-derby-winner-in-the-field/
HR,20,5/19/2025,5/25/2025,,,0,
HR,21,5/26/2025,6/1/2025,,,0,
HR,22,6/2/2025,6/8/2025,Belmont Stakes,FOX,3.83,https://www.sportsbusinessjournal.com/Articles/2025/06/11/audience-analysis-belmont-red-sox-yankees-score-gains-for-fox-sports/
HR,23,6/9/2025,6/15/2025,,,0,
HR,24,6/16/2025,6/22/2025,,,0,
HR,25,6/23/2025,6/29/2025,,,0,
HR,26,6/30/2025,7/6/2025,,,0,
HR,27,7/7/2025,7/13/2025,,,0,
HR,28,7/14/2025,7/20/2025,,,0,
HR,29,7/21/2025,7/27/2025,,,0,
HR,30,7/28/2025,8/3/2025,,,0,
HR,31,8/4/2025,8/10/2025,,,0,
HR,32,8/11/2025,8/17/2025,,,0,
HR,33,8/18/2025,8/24/2025,,,0,
HR,34,8/25/2025,8/31/2025,,,0,
HR,35,9/1/2025,9/7/2025,,,0,
HR,36,9/8/2025,9/14/2025,,,0,
HR,37,9/15/2025,9/21/2025,,,0,
HR,38,9/22/2025,9/28/2025,,,0,
HR,39,9/30/2024,10/6/2024,,,0,
HR,40,10/7/2024,10/13/2024,,,0,
HR,41,10/14/2024,10/20/2024,,,0,
HR,42,10/21/2024,10/27/2024,,,0,
HR,43,10/28/2024,11/3/2024,,,0,
HR,44,11/4/2024,11/10/2024,,,0,
HR,45,11/11/2024,11/17/2024,,,0,
HR,46,11/18/2024,11/24/2024,,,0,
HR,47,11/25/2024,12/1/2024,,,0,
HR,49,12/2/2024,12/8/2024,,,0,
HR,49,12/9/2024,12/15/2024,,,0,
HR,50,12/16/2024,12/22/2024,,,0,
HR,51,12/23/2024,12/29/2024,,,0,
HR,52,12/30/2024,1/5/2025,,,0,
