league,viz_week_index,week_start_date_utc,week_end_date_utc,game,network,avg_viewers_millions,source_url
CWBB,50,12/16/2024,12/22/2024,Southern California at Connecticut,FOX,2.227,https://awfulannouncing.com/fox/usc-uconn-womens-college-basketball-draws-over-2-million.html
CWBB,51,12/23/2024,12/29/2024,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,52,12/30/2024,1/5/2025,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
NCAA Men's Hockey,1,1/6/2025,1/12/2025,,,0,
NCAA Men's Hockey,2,1/13/2025,1/19/2025,,,0,
NCAA Men's Hockey,3,1/20/2025,1/26/2025,,,0,
NCAA Men's Hockey,4,1/27/2025,2/2/2025,,,0,
NCAA Men's Hockey,5,2/3/2025,2/9/2025,,,0,
NCAA Men's Hockey,6,2/10/2025,2/16/2025,,,0,
NCAA Men's Hockey,7,2/17/2025,2/23/2025,,,0,
NCAA Men's Hockey,8,2/24/2025,3/2/2025,,,0,
NCAA Men's Hockey,9,3/3/2025,3/9/2025,,,0,
NCAA Men's Hockey,10,3/10/2025,3/16/2025,,,0,
NCAA Men's Hockey,11,3/17/2025,3/23/2025,,,0,
NCAA Men's Hockey,12,3/24/2025,3/30/2025,Denver at Boston College (Regional Final),ESPN,0.322,https://www.sportsmediawatch.com/2024/04/saturday-4-13-sports-ratings-masters-ufc-nhl-frozen-four-spring-football-and-more/
NCAA Men's Hockey,13,3/31/2025,4/6/2025,,ESPN,0,
NCAA Men's Hockey,14,4/7/2025,4/13/2025,Boston University vs. Western Michigan (Frozen Four Championship),ESPN,0.549,https://ustvdb.com/networks/espn2/shows/ncaa-mens-hockey-championship/
NCAA Men's Hockey,15,4/14/2025,4/20/2025,,,0,
NCAA Men's Hockey,16,4/21/2025,4/27/2025,,,0,
NCAA Men's Hockey,17,4/28/2025,5/4/2025,,,0,
NCAA Men's Hockey,18,5/5/2025,5/11/2025,,,0,
NCAA Men's Hockey,19,5/12/2025,5/18/2025,,,0,
NCAA Men's Hockey,20,5/19/2025,5/25/2025,,,0,
NCAA Men's Hockey,21,5/26/2025,6/1/2025,,,0,
NCAA Men's Hockey,22,6/2/2025,6/8/2025,,,0,
NCAA Men's Hockey,23,6/9/2025,6/15/2025,,,0,
NCAA Men's Hockey,24,6/16/2025,6/22/2025,,,0,
NCAA Men's Hockey,25,6/23/2025,6/29/2025,,,0,
NCAA Men's Hockey,26,6/30/2025,7/6/2025,,,0,
NCAA Men's Hockey,27,7/7/2025,7/13/2025,,,0,
NCAA Men's Hockey,28,7/14/2025,7/20/2025,,,0,
NCAA Men's Hockey,29,7/21/2025,7/27/2025,,,0,
NCAA Men's Hockey,30,7/28/2025,8/3/2025,,,0,
NCAA Men's Hockey,31,8/4/2025,8/10/2025,,,0,
NCAA Men's Hockey,32,8/11/2025,8/17/2025,,,0,
NCAA Men's Hockey,33,8/18/2025,8/24/2025,,,0,
NCAA Men's Hockey,34,8/25/2025,8/31/2025,,,0,
NCAA Men's Hockey,35,9/1/2025,9/7/2025,,,0,
NCAA Men's Hockey,36,9/8/2025,9/14/2025,,,0,
NCAA Men's Hockey,37,9/15/2025,9/21/2025,,,0,
NCAA Men's Hockey,38,9/22/2025,9/28/2025,,,0,
NCAA Men's Hockey,39,9/30/2024,10/6/2024,,,0,
NCAA Men's Hockey,40,10/7/2024,10/13/2024,,,0,
NCAA Men's Hockey,41,10/14/2024,10/20/2024,,,0,
NCAA Men's Hockey,42,10/21/2024,10/27/2024,,,0,
NCAA Men's Hockey,43,10/28/2024,11/3/2024,,,0,
NCAA Men's Hockey,44,11/4/2024,11/10/2024,,,0,
NCAA Men's Hockey,45,11/11/2024,11/17/2024,,,0,
NCAA Men's Hockey,46,11/18/2024,11/24/2024,,,0,
NCAA Men's Hockey,47,11/25/2024,12/1/2024,,,0,
NCAA Men's Hockey,48,12/2/2024,12/8/2024,,,0,
NCAA Men's Hockey,49,12/9/2024,12/15/2024,,,0,
NCAA Men's Hockey,50,12/16/2024,12/22/2024,,,0,
NCAA Men's Hockey,51,12/23/2024,12/29/2024,,,0,
NCAA Men's Hockey,52,12/30/2024,1/5/2025,,,0,
NCAA Gymnastics,1,1/6/2025,1/12/2025,,,0,
NCAA Gymnastics,2,1/13/2025,1/19/2025,,,0,
NCAA Gymnastics,3,1/20/2025,1/26/2025,,,0,
NCAA Gymnastics,4,1/27/2025,2/2/2025,,,0,
NCAA Gymnastics,5,2/3/2025,2/9/2025,,,0,
NCAA Gymnastics,6,2/10/2025,2/16/2025,,,0,
NCAA Gymnastics,7,2/17/2025,2/23/2025,,,0,
NCAA Gymnastics,8,2/24/2025,3/2/2025,,,0,
NCAA Gymnastics,9,3/3/2025,3/9/2025,,,0,
NCAA Gymnastics,10,3/10/2025,3/16/2025,,,0,
NCAA Gymnastics,11,3/17/2025,3/23/2025,,,0,
NCAA Gymnastics,12,3/24/2025,3/30/2025,,,0,
NCAA Gymnastics,13,3/31/2025,4/6/2025,,,0,
NCAA Gymnastics,14,4/7/2025,4/13/2025,,,0,
NCAA Gymnastics,15,4/14/2025,4/20/2025,Oklahoma vs. UCLA vs. Utah vs. Missouri (Four on the Floor),ESPN,1,
NCAA Gymnastics,16,4/21/2025,4/27/2025,,,0,
NCAA Gymnastics,17,4/28/2025,5/4/2025,,,0,
NCAA Gymnastics,18,5/5/2025,5/11/2025,,,0,
NCAA Gymnastics,19,5/12/2025,5/18/2025,,,0,
NCAA Gymnastics,20,5/19/2025,5/25/2025,,,0,
NCAA Gymnastics,21,5/26/2025,6/1/2025,,,0,
NCAA Gymnastics,22,6/2/2025,6/8/2025,,,0,
NCAA Gymnastics,23,6/9/2025,6/15/2025,,,0,
NCAA Gymnastics,24,6/16/2025,6/22/2025,,,0,
NCAA Gymnastics,25,6/23/2025,6/29/2025,,,0,
NCAA Gymnastics,26,6/30/2025,7/6/2025,,,0,
NCAA Gymnastics,27,7/7/2025,7/13/2025,,,0,
NCAA Gymnastics,28,7/14/2025,7/20/2025,,,0,
NCAA Gymnastics,29,7/21/2025,7/27/2025,,,0,
NCAA Gymnastics,30,7/28/2025,8/3/2025,,,0,
NCAA Gymnastics,31,8/4/2025,8/10/2025,,,0,
NCAA Gymnastics,32,8/11/2025,8/17/2025,,,0,
NCAA Gymnastics,33,8/18/2025,8/24/2025,,,0,
NCAA Gymnastics,34,8/25/2025,8/31/2025,,,0,
NCAA Gymnastics,35,9/1/2025,9/7/2025,,,0,
NCAA Gymnastics,36,9/8/2025,9/14/2025,,,0,
NCAA Gymnastics,37,9/15/2025,9/21/2025,,,0,
NCAA Gymnastics,38,9/22/2025,9/28/2025,,,0,
NCAA Gymnastics,39,9/30/2024,10/6/2024,,,0,
NCAA Gymnastics,40,10/7/2024,10/13/2024,,,0,
NCAA Gymnastics,41,10/14/2024,10/20/2024,,,0,
NCAA Gymnastics,42,10/21/2024,10/27/2024,,,0,
NCAA Gymnastics,43,10/28/2024,11/3/2024,,,0,
NCAA Gymnastics,44,11/4/2024,11/10/2024,,,0,
NCAA Gymnastics,45,11/11/2024,11/17/2024,,,0,
NCAA Gymnastics,46,11/18/2024,11/24/2024,,,0,
NCAA Gymnastics,47,11/25/2024,12/1/2024,,,0,
NCAA Gymnastics,48,12/2/2024,12/8/2024,,,0,
NCAA Gymnastics,49,12/9/2024,12/15/2024,,,0,
NCAA Gymnastics,50,12/16/2024,12/22/2024,,,0,
NCAA Gymnastics,51,12/23/2024,12/29/2024,,,0,
NCAA Gymnastics,52,12/30/2024,1/5/2025,,,0,
NCAA Baseball,1,1/6/2025,1/12/2025,,,0,
NCAA Baseball,2,1/13/2025,1/19/2025,,,0,
NCAA Baseball,3,1/20/2025,1/26/2025,,,0,
NCAA Baseball,4,1/27/2025,2/2/2025,,,0,
NCAA Baseball,5,2/3/2025,2/9/2025,,,0,
NCAA Baseball,6,2/10/2025,2/16/2025,,,0,
NCAA Baseball,7,2/17/2025,2/23/2025,,,0,
NCAA Baseball,8,2/24/2025,3/2/2025,,,0,
NCAA Baseball,9,3/3/2025,3/9/2025,,,0,
NCAA Baseball,10,3/10/2025,3/16/2025,,,0,
NCAA Baseball,11,3/17/2025,3/23/2025,,,0,
NCAA Baseball,12,3/24/2025,3/30/2025,,,0,
NCAA Baseball,13,3/31/2025,4/6/2025,,,0,
NCAA Baseball,14,4/7/2025,4/13/2025,,,0,
NCAA Baseball,15,4/14/2025,4/20/2025,,,0,
NCAA Baseball,16,4/21/2025,4/27/2025,,,0,
NCAA Baseball,17,4/28/2025,5/4/2025,,,0,
NCAA Baseball,18,5/5/2025,5/11/2025,,,0,
NCAA Baseball,19,5/12/2025,5/18/2025,,,0,
NCAA Baseball,20,5/19/2025,5/25/2025,,,0,
NCAA Baseball,21,5/26/2025,6/1/2025,Nebraska at Oklahoma (Regionals),ESPN,0.69,https://ustvdb.com/networks/espn/shows/college-baseball-regional-super/
NCAA Baseball,22,6/2/2025,6/8/2025,Tennessee at Arkansas (Super Regionals G1),ESPN,1.1,https://espnpressroom.com/us/press-releases/2025/06/espn-exclusively-presents-the-2025-ncaa-mens-college-world-series-june-13-23/
NCAA Baseball,23,6/9/2025,6/15/2025,Tennessee at Arkansas (Super Regionals G3),ESPN,1.18,https://x.com/ESPNPR/status/1804225969294631039
NCAA Baseball,24,6/16/2025,6/22/2025,Lousiana State vs. Coastal Carolina (College World Series Championship Series G2),ESPN,2.78,https://www.sportsmediawatch.com/2025/06/mcws-ratings-lsu-coastal-carolina-viewership/
NCAA Baseball,25,6/23/2025,6/29/2025,,,0,
NCAA Baseball,26,6/30/2025,7/6/2025,,,0,
NCAA Baseball,27,7/7/2025,7/13/2025,,,0,
NCAA Baseball,28,7/14/2025,7/20/2025,,,0,
NCAA Baseball,29,7/21/2025,7/27/2025,,,0,
NCAA Baseball,30,7/28/2025,8/3/2025,,,0,
NCAA Baseball,31,8/4/2025,8/10/2025,,,0,
NCAA Baseball,32,8/11/2025,8/17/2025,,,0,
NCAA Baseball,33,8/18/2025,8/24/2025,,,0,
NCAA Baseball,34,8/25/2025,8/31/2025,,,0,
NCAA Baseball,35,9/1/2025,9/7/2025,,,0,
NCAA Baseball,36,9/8/2025,9/14/2025,,,0,
NCAA Baseball,37,9/15/2025,9/21/2025,,,0,
NCAA Baseball,38,9/22/2025,9/28/2025,,,0,
NCAA Baseball,39,9/30/2024,10/6/2024,,,0,
NCAA Baseball,40,10/7/2024,10/13/2024,,,0,
NCAA Baseball,41,10/14/2024,10/20/2024,,,0,
NCAA Baseball,42,10/21/2024,10/27/2024,,,0,
NCAA Baseball,43,10/28/2024,11/3/2024,,,0,
NCAA Baseball,44,11/4/2024,11/10/2024,,,0,
NCAA Baseball,45,11/11/2024,11/17/2024,,,0,
NCAA Baseball,46,11/18/2024,11/24/2024,,,0,
NCAA Baseball,47,11/25/2024,12/1/2024,,,0,
NCAA Baseball,48,12/2/2024,12/8/2024,,,0,
NCAA Baseball,49,12/9/2024,12/15/2024,,,0,
NCAA Baseball,50,12/16/2024,12/22/2024,,,0,
NCAA Baseball,51,12/23/2024,12/29/2024,,,0,
NCAA Baseball,52,12/30/2024,1/5/2025,,,0,
NCAA Women's Volleyball,1,1/6/2025,1/12/2025,,,0,
NCAA Women's Volleyball,2,1/13/2025,1/19/2025,,,0,
NCAA Women's Volleyball,3,1/20/2025,1/26/2025,,,0,
NCAA Women's Volleyball,4,1/27/2025,2/2/2025,,,0,
NCAA Women's Volleyball,5,2/3/2025,2/9/2025,,,0,
NCAA Women's Volleyball,6,2/10/2025,2/16/2025,,,0,
NCAA Women's Volleyball,7,2/17/2025,2/23/2025,,,0,
NCAA Women's Volleyball,8,2/24/2025,3/2/2025,,,0,
NCAA Women's Volleyball,9,3/3/2025,3/9/2025,,,0,
NCAA Women's Volleyball,10,3/10/2025,3/16/2025,,,0,
NCAA Women's Volleyball,11,3/17/2025,3/23/2025,,,0,
NCAA Women's Volleyball,12,3/24/2025,3/30/2025,,,0,
NCAA Women's Volleyball,13,3/31/2025,4/6/2025,,,0,
NCAA Women's Volleyball,14,4/7/2025,4/13/2025,,,0,
NCAA Women's Volleyball,15,4/14/2025,4/20/2025,,,0,
NCAA Women's Volleyball,16,4/21/2025,4/27/2025,,,0,
NCAA Women's Volleyball,17,4/28/2025,5/4/2025,,,0,
NCAA Women's Volleyball,18,5/5/2025,5/11/2025,,,0,
NCAA Women's Volleyball,19,5/12/2025,5/18/2025,,,0,
NCAA Women's Volleyball,20,5/19/2025,5/25/2025,,,0,
NCAA Women's Volleyball,21,5/26/2025,6/1/2025,,,0,
NCAA Women's Volleyball,22,6/2/2025,6/8/2025,,,0,
NCAA Women's Volleyball,23,6/9/2025,6/15/2025,,,0,
NCAA Women's Volleyball,24,6/16/2025,6/22/2025,,,0,
NCAA Women's Volleyball,25,6/23/2025,6/29/2025,,,0,
NCAA Women's Volleyball,26,6/30/2025,7/6/2025,,,0,
NCAA Women's Volleyball,27,7/7/2025,7/13/2025,,,0,
NCAA Women's Volleyball,28,7/14/2025,7/20/2025,,,0,
NCAA Women's Volleyball,29,7/21/2025,7/27/2025,,,0,
NCAA Women's Volleyball,30,7/28/2025,8/3/2025,,,0,
NCAA Women's Volleyball,31,8/4/2025,8/10/2025,,,0,
NCAA Women's Volleyball,32,8/11/2025,8/17/2025,,,0,
NCAA Women's Volleyball,33,8/18/2025,8/24/2025,,,0,
NCAA Women's Volleyball,34,8/25/2025,8/31/2025,,,0,
NCAA Women's Volleyball,35,9/1/2025,9/7/2025,,,0,
NCAA Women's Volleyball,36,9/8/2025,9/14/2025,,,0,
NCAA Women's Volleyball,37,9/15/2025,9/21/2025,,,0,
NCAA Women's Volleyball,38,9/22/2025,9/28/2025,,,0,
NCAA Women's Volleyball,39,9/30/2024,10/6/2024,,,0,
NCAA Women's Volleyball,40,10/7/2024,10/13/2024,,,0,
NCAA Women's Volleyball,41,10/14/2024,10/20/2024,,,0,
NCAA Women's Volleyball,42,10/21/2024,10/27/2024,,,0,
NCAA Women's Volleyball,43,10/28/2024,11/3/2024,,,0,
NCAA Women's Volleyball,44,11/4/2024,11/10/2024,,,0,
NCAA Women's Volleyball,45,11/11/2024,11/17/2024,,,0,
NCAA Women's Volleyball,46,11/18/2024,11/24/2024,,,0,
NCAA Women's Volleyball,47,11/25/2024,12/1/2024,,,0,
NCAA Women's Volleyball,48,12/2/2024,12/8/2024,,,0,
NCAA Women's Volleyball,49,12/9/2024,12/15/2024,Wisconsin at Nebraska (Regional Final),ESPN,0.789,https://volleyballmag.com/volleyball-today-12-18-24/
NCAA Women's Volleyball,50,12/16/2024,12/22/2024,Penn State at Louisville (Championship),ESPN,1.3,https://espnpressroom.com/us/press-releases/2024/12/aced-it-espn-scores-stellar-viewership-during-2024-ncaa-womens-college-volleyball-season/
NCAA Women's Volleyball,51,12/23/2024,12/29/2024,,,0,
NCAA Women's Volleyball,52,12/30/2024,1/5/2025,,,0,
NCAA Softball,1,1/6/2025,1/12/2025,,,0,
NCAA Softball,2,1/13/2025,1/19/2025,,,0,
NCAA Softball,3,1/20/2025,1/26/2025,,,0,
NCAA Softball,4,1/27/2025,2/2/2025,,,0,
NCAA Softball,5,2/3/2025,2/9/2025,,,0,
NCAA Softball,6,2/10/2025,2/16/2025,,,0,
NCAA Softball,7,2/17/2025,2/23/2025,,,0,
NCAA Softball,8,2/24/2025,3/2/2025,,,0,
NCAA Softball,9,3/3/2025,3/9/2025,,,0,
NCAA Softball,10,3/10/2025,3/16/2025,,,0,
